861.648,866.572,865.0889999999997,868.321,862.7189999999997,867.679,862.403,867.049,869.3430000000003,863.03,866.002,867.0930000000003,865.7760000000003,868.755,868.0880000000003,870.4939999999997,860.092,863.4630000000003,863.941,862.872,865.53,862.245,865.835,863.954,0,1,0
1233.92,1238.88,1235.09,1238.57,1235.08,1236.83,1230.44,1235.89,1234.28,1236.98,1237.14,1233.04,1232.24,1234.44,1233.19,1235.41,1227.9,1232.38,1230.13,1233.32,1235.48,1232.84,1233.98,1230.62,0,1,0
637.945,640.1759999999998,638.9680000000002,640.745,639.687,641.065,638.835,640.694,640.625,640.867,640.1709999999998,641.321,640.7959999999998,640.628,641.129,640.763,639.096,639.7230000000002,639.61,639.453,642.572,639.9209999999998,640.179,640.169,0,1,0
311.003,313.311,313.709,312.723,313.385,314.001,311.498,313.751,312.621,313.721,313.494,314.901,315.0,312.988,313.605,313.605,311.829,313.355,312.243,313.018,316.874,312.525,313.961,312.8590000000001,0,1,0
513.366,510.534,509.869,510.264,510.342,509.994,512.778,510.025,510.211,508.772,509.542,510.12800000000004,510.53,511.228,510.55800000000005,510.995,515.135,512.4019999999998,512.456,510.56,507.95,509.38800000000003,509.89099999999996,510.314,0,1,0
453.095,449.13300000000004,448.486,448.35900000000004,448.781,447.353,451.233,448.718,448.62,447.783,447.897,447.06300000000016,447.87199999999996,449.345,448.244,449.81,454.084,451.042,450.94199999999995,449.575,447.86400000000003,448.235,448.481,447.33,1,0,0
647.109,644.7909999999998,642.581,642.369,641.192,640.145,644.965,641.455,643.887,640.972,641.3580000000002,640.009,641.576,648.318,656.145,656.145,651.345,645.779,645.933,643.516,640.558,640.596,642.42,641.015,0,1,0
586.97,582.743,580.65,578.164,579.6080000000002,578.125,583.279,576.099,579.528,576.773,575.117,576.8290000000002,577.555,581.173,578.425,581.33,590.543,583.739,583.5880000000002,579.96,579.547,578.805,580.908,578.591,0,1,0
474.718,473.707,472.885,472.295,472.519,469.215,472.483,475.95,469.962,467.87199999999996,474.93,477.665,479.17,466.055,470.63800000000003,470.63800000000003,476.589,485.81699999999995,476.37699999999995,475.13699999999994,476.13300000000004,475.543,472.30400000000003,471.51599999999996,0,1,0
603.8240000000002,595.33,595.696,592.3530000000002,592.497,589.4490000000002,598.1990000000002,590.496,592.735,591.9119999999998,588.001,590.429,590.365,583.877,583.3330000000002,583.3330000000002,606.664,600.335,602.7090000000002,594.195,596.654,593.842,594.246,592.762,0,1,0
1124.08,1120.84,1120.77,1117.04,1121.9,1120.77,1119.71,1126.19,1121.65,1117.65,1122.55,1124.17,1125.14,1122.14,1123.2,1122.68,1125.06,1127.15,1119.62,1122.14,1123.59,1122.62,1121.01,1118.74,0,1,0
546.275,546.028,546.589,545.341,546.457,544.42,543.865,547.269,547.656,543.096,545.8480000000002,547.19,544.115,545.861,547.076,546.41,548.717,554.01,549.682,549.265,548.702,547.6759999999998,545.59,545.019,0,1,0
418.24,427.29400000000004,426.601,473.004,431.798,343.798,437.07300000000004,477.41900000000004,423.661,330.8040000000001,334.796,431.597,432.94800000000004,432.94800000000004,432.94800000000004,432.94800000000004,441.07,480.38,381.311,429.472,422.845,414.85,452.945,491.685,0,1,0
465.62699999999995,465.319,465.467,464.704,465.776,464.58,464.091,465.935,465.908,464.631,464.94199999999995,465.93699999999995,465.156,465.11800000000005,466.20099999999996,467.834,466.082,469.23699999999997,466.60400000000004,465.333,466.523,465.60400000000004,464.619,464.19300000000004,0,1,0
375.41,375.58,373.92699999999996,374.574,373.684,374.13,374.773,372.329,373.36300000000006,373.994,374.439,374.101,375.355,375.11300000000006,374.30300000000005,375.17699999999996,377.045,373.61800000000005,374.81199999999995,374.185,372.94599999999997,372.84,375.213,375.25800000000004,0,1,0
337.173,337.14599999999996,336.652,336.273,337.269,336.435,337.522,334.865,335.77,336.189,336.4430000000001,335.9790000000001,336.027,335.8830000000001,336.88699999999994,337.51199999999994,337.9,336.19199999999995,337.94699999999995,334.80199999999996,335.227,336.0680000000001,337.295,336.595,0,1,0
562.398,561.08,558.384,557.974,561.415,556.744,562.725,559.276,559.286,557.725,559.786,559.937,558.14,559.125,560.113,562.2330000000002,564.12,559.37,561.415,559.035,557.889,558.951,561.653,560.511,0,1,0
